epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,396.659,1.28318,1.49943,1.03529,0.90676,0.74178,0.90875,0.59634,1.26592,1.4834,1.10538,0.00060025,0.00060025,0.00060025
14,425.751,1.26213,1.42324,1.01278,0.74507,0.98069,0.94303,0.59094,1.30991,1.43821,1.1327,0.000598187,0.000598187,0.000598187
15,453.143,1.1685,1.39771,1.00878,0.72863,0.91293,0.95295,0.59597,1.29403,1.44409,1.08686,0.000596125,0.000596125,0.000596125
16,481.508,1.22465,1.3612,1.00229,0.7934,0.85522,0.93519,0.59424,1.27898,1.37533,1.07644,0.000594062,0.000594062,0.000594062
17,510.154,1.20735,1.29126,1.01608,0.81054,0.92088,0.92199,0.58331,1.30689,1.39264,1.09547,0.000592,0.000592,0.000592
18,538.354,1.17551,1.25431,1.0224,0.92444,0.93852,0.97051,0.64593,1.25649,1.29595,1.0781,0.000589938,0.000589938,0.000589938
19,566.62,1.18944,1.23947,1.01004,0.94097,0.92929,0.94549,0.58324,1.30822,1.27602,1.08934,0.000587875,0.000587875,0.000587875
20,594.125,1.19029,1.20572,1.01083,0.89891,0.86195,0.95205,0.62263,1.25403,1.3186,1.08119,0.000585813,0.000585813,0.000585813
21,625.528,1.21816,1.20786,1.01946,0.94195,0.9403,0.9596,0.63216,1.18996,1.19416,1.07652,0.00058375,0.00058375,0.00058375
22,653.51,1.18644,1.14154,0.98814,0.82245,0.9315,0.9649,0.63757,1.20993,1.20064,1.05608,0.000581687,0.000581687,0.000581687
23,681.206,1.15852,1.08932,0.9725,0.84011,0.95569,0.96991,0.6441,1.22292,1.13276,1.04697,0.000579625,0.000579625,0.000579625
24,709.012,1.16371,1.11763,1.00437,0.91424,0.93465,0.96758,0.64903,1.17838,1.10085,1.06565,0.000577563,0.000577563,0.000577563
25,737.361,1.14174,1.07585,0.99787,0.94348,0.93266,0.97536,0.64543,1.22227,1.05853,1.07219,0.0005755,0.0005755,0.0005755
26,766.617,1.17815,1.08013,1.01129,0.95934,0.94799,0.9862,0.64056,1.21059,1.10069,1.06011,0.000573438,0.000573438,0.000573438
27,795.696,1.14821,1.11979,0.99653,0.97893,0.96633,0.97985,0.65498,1.20986,1.04524,1.08257,0.000571375,0.000571375,0.000571375
28,823.814,1.07956,1.00816,0.98542,0.93387,0.91349,0.96783,0.66796,1.10058,1.05199,1.04854,0.000569313,0.000569313,0.000569313
29,852.419,1.11929,1.02808,0.99235,0.95911,0.94689,0.96981,0.6576,1.15535,1.04381,1.0431,0.00056725,0.00056725,0.00056725
30,880.691,1.16604,1.02297,1.00123,0.98822,0.92032,0.98365,0.65361,1.19653,0.94328,1.06886,0.000565188,0.000565188,0.000565188
31,909.427,1.08048,0.96741,0.96991,0.91811,0.93126,0.96932,0.64227,1.22628,1.0036,1.06492,0.000563125,0.000563125,0.000563125
32,937.286,1.11376,0.93312,0.98921,0.9765,0.96633,0.96745,0.62323,1.25106,0.94429,1.076,0.000561063,0.000561063,0.000561063
33,965.822,1.15775,0.98767,0.98843,0.97135,0.96135,0.98521,0.64226,1.22211,0.93445,1.05101,0.000559,0.000559,0.000559
34,994.923,1.10963,0.96048,0.96717,0.95519,0.94524,0.96678,0.63265,1.24933,0.94616,1.06737,0.000556938,0.000556938,0.000556938
35,1023.11,1.09976,0.91707,0.96891,0.96884,0.95402,0.98797,0.65806,1.14859,0.93936,1.01874,0.000554875,0.000554875,0.000554875
36,1051.09,1.03731,0.9641,0.9687,0.96897,0.84905,0.9853,0.65641,1.18169,0.98613,1.02349,0.000552813,0.000552813,0.000552813
37,1079.59,1.07819,0.9207,0.96277,0.94186,0.96296,0.98852,0.66426,1.18613,0.91978,1.06905,0.00055075,0.00055075,0.00055075
38,1107.07,1.07131,0.91545,0.97608,0.94857,0.98111,0.97706,0.66391,1.22345,0.86898,1.06696,0.000548688,0.000548688,0.000548688
39,1135.87,1.06245,0.93374,0.97844,0.94775,0.97722,0.97302,0.66569,1.19802,0.83466,1.06392,0.000546625,0.000546625,0.000546625
40,1165.64,1.06943,0.89642,0.98968,0.92345,0.98785,0.98986,0.66137,1.19147,0.83348,1.06942,0.000544563,0.000544563,0.000544563
41,1194.13,1.02783,0.83383,0.95633,0.97243,0.98485,0.98128,0.66459,1.17465,0.79793,1.05658,0.0005425,0.0005425,0.0005425
42,1222.74,1.09936,0.89271,0.96522,0.97065,0.91704,0.97817,0.65408,1.18857,0.84316,1.03789,0.000540438,0.000540438,0.000540438
43,1250.76,0.98743,0.83401,0.95783,0.9617,0.96633,0.98855,0.66811,1.14401,0.80937,1.03896,0.000538375,0.000538375,0.000538375
44,1279.91,1.02206,0.79392,0.96066,0.97442,0.97928,0.98981,0.69851,1.11329,0.80431,1.02354,0.000536313,0.000536313,0.000536313
45,1309.18,1.03053,0.80531,0.95705,0.96775,0.98673,0.99369,0.64712,1.19059,0.8059,1.0304,0.00053425,0.00053425,0.00053425
46,1338.19,1.06604,0.80497,0.95636,0.9829,0.98042,0.99338,0.68689,1.10346,0.76831,1.02403,0.000532187,0.000532187,0.000532187
47,1366.45,1.0781,0.83921,0.98049,0.97752,0.97399,0.99361,0.6886,1.12968,0.77554,1.02393,0.000530125,0.000530125,0.000530125
48,1392.65,1.04402,0.80027,0.96033,0.99579,0.96633,0.99311,0.69935,1.10232,0.74607,1.02554,0.000528062,0.000528062,0.000528062
49,1421.74,0.98063,0.75992,0.93599,0.98384,0.94849,0.99308,0.68891,1.17709,0.75599,1.0323,0.000526,0.000526,0.000526
50,1450.11,1.05193,0.76093,0.96801,0.99796,0.98654,0.995,0.69304,1.14248,0.70665,1.03624,0.000523937,0.000523937,0.000523937
51,1477.03,1.00203,0.75108,0.96217,0.95501,0.95231,0.99375,0.65548,1.1924,0.77404,1.03485,0.000521875,0.000521875,0.000521875
52,1505.26,1.04325,0.77543,0.96151,0.9936,0.99973,0.995,0.67343,1.17021,0.68839,1.05327,0.000519812,0.000519812,0.000519812
53,1535.25,1.0069,0.76475,0.95289,0.98569,0.9611,0.99361,0.70392,1.08908,0.72906,1.00963,0.00051775,0.00051775,0.00051775
54,1563.85,0.99382,0.75825,0.96309,0.96392,0.96633,0.99196,0.72108,1.0663,0.73596,0.99691,0.000515688,0.000515688,0.000515688
55,1592.97,1.01792,0.74031,0.94654,0.99265,0.95118,0.99175,0.69542,1.14347,0.73361,1.02013,0.000513625,0.000513625,0.000513625
56,1620.61,1.01296,0.79462,0.95998,0.95258,0.98186,0.99157,0.69777,1.13259,0.74594,1.04587,0.000511562,0.000511562,0.000511562
57,1646.96,0.97403,0.72524,0.94423,0.96067,0.94927,0.98979,0.71444,1.09951,0.74513,1.03553,0.0005095,0.0005095,0.0005095
58,1672.94,1.00244,0.73092,0.93451,0.99423,0.94781,0.99037,0.71799,1.08287,0.717,1.03231,0.000507438,0.000507438,0.000507438
59,1703.37,0.95244,0.71336,0.94367,0.99276,0.97822,0.99266,0.71786,1.0368,0.71298,1.02366,0.000505375,0.000505375,0.000505375
60,1732.59,0.94095,0.70886,0.93929,0.99279,0.98148,0.99446,0.73753,1.01151,0.65356,1.00653,0.000503313,0.000503313,0.000503313
61,1761.39,0.9294,0.70557,0.93101,0.9369,0.99453,0.99324,0.69979,1.05625,0.73189,1.02293,0.00050125,0.00050125,0.00050125
62,1788.53,0.95469,0.71153,0.95511,0.9586,0.99464,0.99314,0.7206,1.04358,0.68591,1.02628,0.000499187,0.000499187,0.000499187
63,1813.97,0.95441,0.69893,0.94677,0.94184,0.98148,0.98329,0.6771,1.11638,0.68899,1.04185,0.000497125,0.000497125,0.000497125
64,1839.14,0.97037,0.69258,0.93484,0.9685,0.96364,0.98938,0.70602,1.09179,0.6743,1.0203,0.000495063,0.000495063,0.000495063
65,1864.73,0.97324,0.68997,0.9531,0.99877,0.98639,0.995,0.72085,1.0568,0.63934,1.00785,0.000493,0.000493,0.000493
66,1889.94,0.96957,0.69504,0.95152,0.9982,0.98855,0.995,0.71552,1.11904,0.65003,1.01204,0.000490937,0.000490937,0.000490937
67,1914.96,0.97458,0.69175,0.93953,0.98923,0.98485,0.99414,0.72455,1.05881,0.64348,1.00073,0.000488875,0.000488875,0.000488875
68,1940.81,1.02035,0.71746,0.94931,0.98966,0.98457,0.99414,0.68762,1.10337,0.6702,1.03125,0.000486812,0.000486812,0.000486812
69,1966.26,0.91153,0.65916,0.9405,0.98521,0.99619,0.99456,0.73291,1.02388,0.63165,0.99701,0.00048475,0.00048475,0.00048475
70,1992.38,0.99765,0.68313,0.95398,0.99746,0.96285,0.99222,0.71943,1.03629,0.64918,1.00801,0.000482687,0.000482687,0.000482687
71,2017.93,0.95812,0.65435,0.94361,0.9893,0.95118,0.99218,0.68969,1.12272,0.67068,1.02315,0.000480625,0.000480625,0.000480625
72,2043.94,0.9927,0.68561,0.94871,0.97388,0.968,0.99358,0.70797,1.06945,0.63301,1.02161,0.000478562,0.000478562,0.000478562
73,2069.49,0.93434,0.65271,0.92203,0.98773,0.98238,0.99269,0.71531,1.0582,0.62826,1.00355,0.0004765,0.0004765,0.0004765
74,2098.68,0.93466,0.67893,0.93657,0.98975,0.98225,0.99303,0.71829,1.05775,0.62428,0.9978,0.000474437,0.000474437,0.000474437
75,2129.1,0.93305,0.6721,0.92686,0.99258,0.96633,0.99352,0.71982,1.07191,0.63459,1.00885,0.000472375,0.000472375,0.000472375
76,2159.82,0.95107,0.65275,0.92419,0.96002,0.94569,0.98842,0.70692,1.08553,0.70167,1.0181,0.000470312,0.000470312,0.000470312
77,2190.08,0.9301,0.62945,0.93533,0.99275,0.96302,0.99272,0.72286,1.04377,0.63475,1.00311,0.00046825,0.00046825,0.00046825
78,2218,0.90238,0.62106,0.91302,0.99754,0.96334,0.98449,0.7208,1.09384,0.64811,1.00396,0.000466188,0.000466188,0.000466188
79,2246.36,0.92694,0.64982,0.93315,0.98111,0.95023,0.98864,0.702,1.10215,0.65986,1.02092,0.000464125,0.000464125,0.000464125
80,2273.97,0.94971,0.65437,0.94222,0.98153,0.96633,0.98973,0.69438,1.14217,0.67403,1.03378,0.000462063,0.000462063,0.000462063
81,2303.13,0.88916,0.64305,0.92564,0.98129,0.96633,0.98948,0.68672,1.10347,0.66018,1.02091,0.00046,0.00046,0.00046
82,2332.47,0.88007,0.62273,0.91766,0.95287,0.97659,0.9905,0.69965,1.12894,0.65847,1.03068,0.000457938,0.000457938,0.000457938
83,2360.81,0.88376,0.61883,0.91921,0.976,0.96421,0.9913,0.69949,1.07174,0.67876,1.02611,0.000455875,0.000455875,0.000455875
84,2389.31,0.88686,0.6325,0.92432,0.97276,0.96843,0.99069,0.72255,1.01663,0.6277,1.00168,0.000453813,0.000453813,0.000453813
85,2419.16,0.88691,0.62058,0.92716,0.99686,0.96315,0.99183,0.72001,1.01429,0.60424,0.99794,0.00045175,0.00045175,0.00045175
86,2449.61,0.94541,0.66531,0.94046,0.99277,0.98148,0.99157,0.69442,1.10445,0.63084,1.01649,0.000449688,0.000449688,0.000449688
87,2478.09,0.94108,0.63978,0.9275,0.96005,0.95738,0.9833,0.71839,1.02438,0.63975,1.00379,0.000447625,0.000447625,0.000447625
88,2506.69,0.85866,0.59234,0.92311,0.90479,0.98155,0.96076,0.69061,1.03679,0.63798,1.01422,0.000445562,0.000445562,0.000445562
89,2535.18,0.88089,0.59791,0.91626,0.95865,0.94573,0.97378,0.66507,1.1418,0.63925,1.03641,0.0004435,0.0004435,0.0004435
90,2565.55,0.92966,0.64051,0.94183,0.95258,0.96812,0.98741,0.71353,1.03369,0.58114,1.01807,0.000441438,0.000441438,0.000441438
91,2593.53,0.87806,0.59907,0.93259,0.98272,0.98148,0.98949,0.71212,1.05282,0.57412,1.02802,0.000439375,0.000439375,0.000439375
92,2620.35,0.84566,0.57239,0.90625,0.97977,0.98148,0.99059,0.70607,1.08397,0.60497,1.03188,0.000437312,0.000437312,0.000437312
93,2646.69,0.87609,0.60684,0.91697,0.97669,0.98148,0.99089,0.72968,1.0647,0.59117,1.02262,0.00043525,0.00043525,0.00043525
94,2673.1,0.87331,0.60772,0.90972,0.98499,0.97844,0.99266,0.74519,1.05503,0.59472,1.00908,0.000433187,0.000433187,0.000433187
95,2699.65,0.82189,0.57801,0.9019,0.98114,0.98148,0.99147,0.71523,1.08861,0.58523,1.03556,0.000431125,0.000431125,0.000431125
96,2726.54,0.83875,0.57652,0.91868,0.98305,0.98148,0.99113,0.73217,1.0598,0.58283,1.03497,0.000429063,0.000429063,0.000429063
97,2756.44,0.8578,0.57975,0.91998,0.9593,0.97959,0.99095,0.71983,1.10118,0.63531,1.0316,0.000427,0.000427,0.000427
98,2783.24,0.87287,0.57634,0.91464,0.9814,0.98148,0.99113,0.72216,1.0662,0.57814,1.02719,0.000424938,0.000424938,0.000424938
99,2812.21,0.84673,0.56267,0.90816,0.99199,0.96363,0.99222,0.72265,1.04392,0.58415,0.99781,0.000422875,0.000422875,0.000422875
100,2839.12,0.89593,0.58554,0.91458,0.98312,0.97935,0.99222,0.7285,1.04021,0.58906,0.98726,0.000420812,0.000420812,0.000420812
101,2865.65,0.82122,0.5464,0.90599,0.98298,0.97622,0.99306,0.73235,1.02836,0.56888,0.99653,0.00041875,0.00041875,0.00041875
102,2893.55,0.86663,0.56247,0.91158,0.98341,0.96204,0.9918,0.71798,1.06328,0.57887,1.00844,0.000416687,0.000416687,0.000416687
103,2920.55,0.84349,0.53996,0.9061,0.97131,0.96633,0.99231,0.72801,1.02581,0.56029,0.99634,0.000414625,0.000414625,0.000414625
104,2950.45,0.87114,0.56917,0.90823,0.99829,0.96414,0.99234,0.73371,1.09531,0.58198,0.99826,0.000412563,0.000412563,0.000412563
105,2977.98,0.86826,0.57119,0.91097,0.98048,0.96633,0.99361,0.7261,1.0595,0.55745,1.01285,0.0004105,0.0004105,0.0004105
106,3005.29,0.8549,0.55569,0.91282,0.97353,0.96633,0.99311,0.72494,1.06057,0.57523,1.00634,0.000408438,0.000408438,0.000408438
107,3032.67,0.9165,0.58909,0.92698,0.96486,0.98675,0.99402,0.71422,1.08884,0.56751,1.0202,0.000406375,0.000406375,0.000406375
108,3062.43,0.82153,0.55298,0.91007,0.99224,0.96131,0.99352,0.73182,1.06547,0.57263,1.01113,0.000404313,0.000404313,0.000404313
109,3092.53,0.82348,0.5395,0.88754,0.91637,1,0.99218,0.7395,1.02125,0.58348,0.98468,0.00040225,0.00040225,0.00040225
110,3120.98,0.85664,0.56359,0.91789,0.99371,0.94862,0.99262,0.73579,1.01814,0.55768,0.98465,0.000400188,0.000400188,0.000400188
111,3149.74,0.81483,0.54976,0.90195,0.96566,0.99124,0.99402,0.7342,1.02371,0.55801,0.97906,0.000398125,0.000398125,0.000398125
112,3185.5,0.83836,0.55625,0.89628,0.96731,0.99632,0.99402,0.73471,1.02071,0.55914,0.98176,0.000396063,0.000396063,0.000396063
113,3213.79,0.79445,0.53939,0.89488,0.97717,0.96633,0.98898,0.73851,1.05034,0.58016,0.99467,0.000394,0.000394,0.000394
114,3242,0.80157,0.54947,0.90441,0.96732,0.99636,0.99063,0.7358,1.01863,0.56915,0.99296,0.000391937,0.000391937,0.000391937
115,3270.41,0.8543,0.55689,0.91457,0.97744,0.96757,0.99352,0.72997,1.05047,0.56351,0.98464,0.000389875,0.000389875,0.000389875
116,3300.61,0.82857,0.55893,0.89717,0.95281,0.99612,0.99289,0.68506,1.15121,0.58988,1.00066,0.000387813,0.000387813,0.000387813
117,3329.73,0.84258,0.55903,0.90701,0.97982,0.98485,0.98742,0.70948,1.05733,0.54157,1.01273,0.00038575,0.00038575,0.00038575
118,3358.22,0.81938,0.54331,0.91109,0.98087,0.98763,0.99446,0.72697,1.01325,0.52181,1.00335,0.000383688,0.000383688,0.000383688
119,3386.34,0.83282,0.56564,0.9107,0.96584,0.99804,0.99402,0.70187,1.07288,0.54253,0.99966,0.000381625,0.000381625,0.000381625
120,3414.29,0.85415,0.54555,0.91342,0.98636,0.96991,0.99456,0.71875,1.01627,0.54318,0.99435,0.000379562,0.000379562,0.000379562
121,3443.3,0.7897,0.54226,0.89081,0.99571,0.96633,0.99284,0.73694,1.02193,0.54101,0.99392,0.0003775,0.0003775,0.0003775
122,3471.94,0.80528,0.54129,0.90278,0.94573,0.98209,0.99,0.73134,1.03648,0.57688,1.00021,0.000375438,0.000375438,0.000375438
123,3499.7,0.82598,0.54172,0.90251,0.99648,0.98485,0.99269,0.71176,1.03959,0.54176,1.0007,0.000373375,0.000373375,0.000373375
124,3527.83,0.77777,0.49503,0.8895,0.98234,0.98225,0.99414,0.72582,1.03833,0.5403,1.00335,0.000371313,0.000371313,0.000371313
125,3557.98,0.79635,0.55468,0.89464,0.99948,0.98782,0.995,0.72583,1.05854,0.52345,1.00649,0.00036925,0.00036925,0.00036925
126,3586.4,0.82008,0.54411,0.90082,0.99804,0.99079,0.995,0.72911,1.01837,0.54674,0.99171,0.000367187,0.000367187,0.000367187
127,3615.35,0.81679,0.532,0.898,0.99038,0.98426,0.99456,0.71037,1.11768,0.53779,1.02634,0.000365125,0.000365125,0.000365125
128,3645.97,0.7926,0.53159,0.88965,0.99814,0.99039,0.995,0.71167,1.07095,0.53096,1.00674,0.000363062,0.000363062,0.000363062
129,3681.48,0.77466,0.50351,0.89629,0.99578,1,0.995,0.73286,1.04667,0.51721,1.00378,0.000361,0.000361,0.000361
130,3710.93,0.7825,0.53257,0.90104,0.99764,1,0.995,0.72659,1.02955,0.49982,0.98443,0.000358938,0.000358938,0.000358938
131,3741.94,0.79916,0.51704,0.89084,0.99648,1,0.995,0.72236,1.05354,0.51506,0.98563,0.000356875,0.000356875,0.000356875
132,3770.94,0.81373,0.52466,0.90475,0.99113,0.99867,0.995,0.74379,1.02896,0.50275,0.96936,0.000354812,0.000354812,0.000354812
133,3800.61,0.82828,0.52432,0.89619,0.99589,0.98613,0.995,0.73263,1.04132,0.49675,0.97856,0.00035275,0.00035275,0.00035275
134,3829.44,0.72226,0.50365,0.87909,0.99568,0.98652,0.995,0.75124,1.02746,0.52574,0.9782,0.000350687,0.000350687,0.000350687
135,3859.94,0.78652,0.5052,0.89919,0.99628,0.98648,0.995,0.74417,1.01355,0.50608,0.9906,0.000348625,0.000348625,0.000348625
136,3888.84,0.79193,0.49109,0.90063,0.99736,0.98654,0.995,0.75259,0.99255,0.48967,0.96928,0.000346563,0.000346563,0.000346563
137,3919.1,0.78758,0.50398,0.90297,0.99832,0.98733,0.995,0.75239,0.97977,0.4978,0.97488,0.0003445,0.0003445,0.0003445
138,3946.81,0.77878,0.51199,0.89083,0.99842,0.98675,0.995,0.7578,0.98234,0.48998,0.96163,0.000342438,0.000342438,0.000342438
139,3974.58,0.74378,0.49556,0.88599,0.9974,0.98578,0.995,0.74778,1.00148,0.50143,0.97239,0.000340375,0.000340375,0.000340375
140,4003.85,0.79157,0.52433,0.89955,0.99485,0.98485,0.99456,0.74702,1.0008,0.50423,0.97987,0.000338313,0.000338313,0.000338313
141,4034.55,0.76908,0.51099,0.89671,0.99457,0.98207,0.99414,0.75174,0.99487,0.50208,0.97659,0.00033625,0.00033625,0.00033625
142,4061.28,0.7598,0.49551,0.88362,0.99325,0.96385,0.99352,0.73307,1.0505,0.55777,1.00293,0.000334188,0.000334188,0.000334188
143,4087.98,0.79675,0.52698,0.90754,0.96234,0.97812,0.99218,0.73211,1.01965,0.54798,0.98451,0.000332125,0.000332125,0.000332125
144,4115.69,0.75062,0.50283,0.88745,0.95765,0.98148,0.99139,0.73448,0.98849,0.52149,0.97008,0.000330063,0.000330063,0.000330063
145,4146.87,0.77832,0.52459,0.89305,0.97998,0.98016,0.99306,0.73861,1.01662,0.52657,0.97538,0.000328,0.000328,0.000328
146,4175.51,0.78883,0.49283,0.89605,0.98078,0.98148,0.99402,0.73506,1.0288,0.52874,0.98313,0.000325938,0.000325938,0.000325938
147,4203.72,0.74022,0.50202,0.89289,0.97969,0.98148,0.99402,0.73784,1.01497,0.50808,0.9939,0.000323875,0.000323875,0.000323875
148,4232.92,0.73519,0.47297,0.87933,0.99519,0.98275,0.995,0.72183,1.04596,0.49905,1.01254,0.000321812,0.000321812,0.000321812
149,4261.06,0.72167,0.46329,0.87615,0.99698,0.98396,0.995,0.74327,1.01143,0.48008,0.98692,0.00031975,0.00031975,0.00031975
150,4289.18,0.72292,0.4608,0.87152,0.98995,0.99855,0.995,0.73212,1.01718,0.47156,0.98271,0.000317688,0.000317688,0.000317688
151,4318.34,0.72289,0.46586,0.88598,0.99806,0.98439,0.995,0.73467,1.01882,0.47997,0.99052,0.000315625,0.000315625,0.000315625
152,4348.28,0.74786,0.46061,0.88855,0.992,0.99855,0.995,0.7377,1.01336,0.47198,0.99382,0.000313563,0.000313563,0.000313563
153,4377.41,0.76304,0.47472,0.89245,0.98615,0.9974,0.995,0.74371,1.0159,0.47197,0.97712,0.0003115,0.0003115,0.0003115
154,4407.13,0.74076,0.47424,0.87983,0.99812,1,0.995,0.7468,0.99985,0.45957,0.96983,0.000309437,0.000309437,0.000309437
155,4435.61,0.74464,0.47461,0.88583,0.99303,0.99788,0.995,0.74054,0.98656,0.47003,0.96782,0.000307375,0.000307375,0.000307375
156,4464.81,0.72419,0.46394,0.87896,0.99424,0.99766,0.995,0.73959,1.0154,0.4676,0.97907,0.000305312,0.000305312,0.000305312
157,4493.27,0.74143,0.46945,0.87135,0.99767,1,0.995,0.76255,1.00937,0.46411,0.96915,0.00030325,0.00030325,0.00030325
158,4521.63,0.71797,0.4516,0.85516,0.99753,1,0.995,0.73793,1.03597,0.4696,0.98864,0.000301188,0.000301188,0.000301188
159,4550.87,0.73137,0.4698,0.87509,0.98364,1,0.995,0.74783,0.98957,0.46328,0.97277,0.000299125,0.000299125,0.000299125
160,4579.33,0.75065,0.47936,0.87542,0.99668,0.9747,0.995,0.74365,1.00851,0.47659,0.98431,0.000297063,0.000297063,0.000297063
161,4607.73,0.71255,0.4635,0.87824,0.99545,1,0.995,0.74329,1.00001,0.45669,0.96745,0.000295,0.000295,0.000295
162,4635.8,0.73556,0.4547,0.87568,0.99921,0.99954,0.995,0.73439,1.01958,0.47187,0.9799,0.000292938,0.000292938,0.000292938
163,4663.86,0.70109,0.45876,0.88453,0.99949,0.99836,0.995,0.73007,1.02291,0.46361,0.98938,0.000290875,0.000290875,0.000290875
164,4692.31,0.71484,0.46777,0.88102,0.99381,0.97901,0.99446,0.725,1.03038,0.49176,0.99154,0.000288813,0.000288813,0.000288813
165,4720.18,0.72462,0.46336,0.89013,0.99763,0.9964,0.995,0.74937,0.97457,0.44049,0.9699,0.00028675,0.00028675,0.00028675
166,4749.13,0.73557,0.47356,0.87803,0.99807,0.98924,0.995,0.75317,0.99704,0.43868,0.9718,0.000284688,0.000284688,0.000284688
167,4778.97,0.72754,0.46741,0.88947,0.99525,0.98485,0.99456,0.76324,0.99776,0.44709,0.985,0.000282625,0.000282625,0.000282625
168,4806.67,0.74714,0.46271,0.88195,0.99738,0.98485,0.99456,0.75468,0.98395,0.45422,0.98273,0.000280562,0.000280562,0.000280562
169,4834.23,0.74248,0.46761,0.88834,1,0.98015,0.995,0.75933,0.97422,0.46187,0.97617,0.0002785,0.0002785,0.0002785
170,4862.73,0.71314,0.44026,0.88094,0.99365,0.98715,0.995,0.75309,0.96592,0.45684,0.96542,0.000276437,0.000276437,0.000276437
171,4891.55,0.70539,0.43873,0.86542,0.99249,0.98683,0.995,0.75171,0.97172,0.46154,0.9624,0.000274375,0.000274375,0.000274375
172,4919.74,0.72835,0.46854,0.8841,0.99732,0.98704,0.995,0.77114,0.96499,0.45406,0.95765,0.000272313,0.000272313,0.000272313
173,4947.37,0.68563,0.46637,0.86991,0.99782,0.98607,0.995,0.74352,1.03732,0.49163,0.98625,0.00027025,0.00027025,0.00027025
174,4976.06,0.72021,0.46253,0.87649,0.98931,0.99839,0.995,0.74709,1.02018,0.45659,0.9773,0.000268188,0.000268188,0.000268188
175,5003.57,0.67779,0.43535,0.87145,0.99469,0.99829,0.995,0.75968,0.99635,0.45263,0.97522,0.000266125,0.000266125,0.000266125
176,5030.85,0.70896,0.44751,0.87779,0.99924,0.99905,0.995,0.75124,1.00422,0.46397,0.97677,0.000264062,0.000264062,0.000264062
177,5059.19,0.69096,0.44905,0.89355,0.98388,0.99172,0.99456,0.74022,1.00799,0.47939,0.98784,0.000262,0.000262,0.000262
178,5086.95,0.73571,0.4561,0.88505,0.97759,0.98065,0.99402,0.74953,0.99468,0.49368,0.9883,0.000259938,0.000259938,0.000259938
179,5114.52,0.71634,0.45987,0.87058,0.98402,0.99086,0.99456,0.74109,0.99485,0.49156,1.00394,0.000257875,0.000257875,0.000257875
180,5141.6,0.70558,0.45789,0.88111,0.98406,0.99158,0.99456,0.75423,1.01954,0.48685,0.99939,0.000255813,0.000255813,0.000255813
181,5169.16,0.69403,0.43333,0.87312,0.97802,0.98043,0.99402,0.75817,0.98754,0.48899,0.99129,0.00025375,0.00025375,0.00025375
182,5196.24,0.67657,0.4337,0.8637,0.97883,0.98066,0.99402,0.7618,1.00111,0.48065,0.98345,0.000251687,0.000251687,0.000251687
183,5223.93,0.69151,0.45188,0.86483,0.98225,0.98148,0.99402,0.75175,0.9939,0.47706,0.97988,0.000249625,0.000249625,0.000249625
184,5250.95,0.66872,0.43702,0.86993,0.97422,0.99843,0.99456,0.76357,0.98597,0.46608,0.96891,0.000247563,0.000247563,0.000247563
185,5279.44,0.67105,0.43626,0.85115,0.9784,0.98148,0.99402,0.74057,1.03205,0.47907,0.98697,0.0002455,0.0002455,0.0002455
